R&D_Spend,Administration,Marketing_Spend,Profit,Total_Spend,ROI,State_California,State_Florida,State_New York,R&D_Spend_scaled,Administration_scaled,Marketing_Spend_scaled,Total_Spend_scaled,ROI_scaled,R&D_Marketing_Spend,R&D_Marketing_Spend_scaled
122666,128572.9692,305463.4212,153825.4044,556702.3904,0.276315329,FALSE,FALSE,TRUE,0.882166117,0.443224727,0.867048167,0.871597979,-0.049695909,428129.4212,0.876851652
52746,118246.8651,170552.5902,94093.35179,341545.4553,0.275492911,TRUE,FALSE,FALSE,-0.618929814,-0.37321991,-0.604945044,-0.614815713,-0.07833657,223298.5902,-0.612949366
139181,131011.9797,337329.1588,167934.0264,607522.1385,0.276424538,TRUE,FALSE,FALSE,1.236722743,0.636067742,1.214730774,1.222686682,-0.045892731,476510.1588,1.228740436
63457,119828.7144,191219.494,103243.6667,374505.2084,0.275680189,FALSE,TRUE,FALSE,-0.38897789,-0.248149276,-0.379451347,-0.387112952,-0.071814627,254676.494,-0.384727703
130989,129802.1478,321522.6724,160935.6715,582313.8202,0.276372749,FALSE,FALSE,TRUE,1.060850634,0.540411069,1.042268411,1.04853478,-0.047696263,452511.6724,1.054191667
67877,120481.4801,199747.896,107019.6345,388106.3761,0.2757482,FALSE,TRUE,FALSE,-0.294085956,-0.196537647,-0.286399145,-0.293149158,-0.069446165,267624.896,-0.290549778
145505,131945.9368,349531.334,173336.5651,626982.2708,0.276461669,FALSE,FALSE,TRUE,1.372491203,0.709912074,1.347867001,1.357127188,-0.044599639,495036.334,1.363487313
28236,114627.1167,123260.4783,73154.67029,266123.595,0.274889832,TRUE,FALSE,FALSE,-1.145129203,-0.659419249,-1.120942664,-1.135868338,-0.099338768,151496.4783,-1.135189397
113363,127199.0598,287513.2573,145877.9318,528075.3171,0.276244557,FALSE,TRUE,FALSE,0.682442212,0.334595088,0.671196439,0.673827576,-0.05216057,400876.2573,0.678630558
134787,130363.0537,328850.9238,164180.2702,594000.9775,0.276397306,FALSE,FALSE,TRUE,1.142388997,0.584759703,1.122225937,1.129275615,-0.046841065,463637.9238,1.135116499
158727,133898.622,375043.2191,184632.0056,667668.8411,0.276532308,TRUE,FALSE,FALSE,1.656351191,0.864303251,1.626223612,1.638210738,-0.042139645,533770.2191,1.645211413
120520,128256.0382,301322.7083,151992.0952,550098.7465,0.276299657,FALSE,TRUE,FALSE,0.836094151,0.418166234,0.821869427,0.825976643,-0.050241686,421842.7083,0.831126352
60472,119387.876,185459.9283,100693.6069,365319.8043,0.275631394,TRUE,FALSE,FALSE,-0.453062148,-0.283004643,-0.442293163,-0.450570401,-0.073513917,245931.9283,-0.448329763
154106,133216.1717,366126.987,180684.3252,653449.1587,0.27650862,FALSE,TRUE,FALSE,1.557144036,0.810344577,1.52893985,1.539973929,-0.042964573,520232.987,1.546750736
40219,116396.8207,146381.7095,83391.64379,302997.5302,0.27522219,TRUE,FALSE,FALSE,-0.887869012,-0.51949568,-0.868670144,-0.881124413,-0.087764422,186600.7095,-0.879864946
84406,122922.5582,231640.6467,121140.2166,438969.2049,0.275965182,FALSE,TRUE,FALSE,0.060771233,-0.003531156,0.061578198,0.058237169,-0.061889764,316046.6467,0.061637308
20629,113503.6803,108582.751,66656.07583,242715.4313,0.274626444,FALSE,FALSE,TRUE,-1.308442085,-0.748244968,-1.281089294,-1.297583855,-0.108511229,129211.751,-1.297273441
87536,123384.8108,237679.9902,123814.1486,448600.801,0.27600073,TRUE,FALSE,FALSE,0.127968462,0.033017348,0.12747263,0.124777141,-0.06065181,325215.9902,0.128328915
118530,127962.1459,297482.9979,150292.0553,543975.1438,0.276284784,FALSE,FALSE,TRUE,0.793371312,0.39492932,0.779974884,0.783671677,-0.050759639,416012.9979,0.788724978
129325,129556.4007,318311.9798,159514.1307,577193.3805,0.276361677,FALSE,TRUE,FALSE,1.025126612,0.520980807,1.007236993,1.013160175,-0.048081851,447636.9798,1.018736448
44466,117024.037,154576.3076,87019.81924,316066.3446,0.275321371,FALSE,FALSE,TRUE,-0.796691174,-0.469904142,-0.77926003,-0.790838387,-0.084310455,199042.3076,-0.789373171
55907,118713.696,176651.7484,96793.76682,351272.4444,0.275551836,TRUE,FALSE,FALSE,-0.551067053,-0.336309417,-0.538397982,-0.547616718,-0.076284535,232558.7484,-0.545597235
65694,120159.0848,195535.7916,105154.7165,381388.8764,0.275715216,FALSE,FALSE,TRUE,-0.340952266,-0.222028182,-0.332356828,-0.339557067,-0.070594814,261229.7916,-0.337063445
148622,132406.2696,355545.594,175999.3913,636573.8636,0.276479135,FALSE,TRUE,FALSE,1.439409338,0.746308787,1.413487751,1.423390796,-0.043991384,504167.594,1.429901926
140627,131225.5315,340119.2197,169169.3318,611971.7512,0.276433236,FALSE,TRUE,FALSE,1.267766575,0.652952447,1.245172738,1.253426873,-0.045589805,480746.2197,1.25955068
156713,133601.1853,371157.2006,182911.4628,661471.3859,0.276522109,FALSE,FALSE,TRUE,1.613113102,0.840786095,1.583823807,1.595395561,-0.042494818,527870.2006,1.602298666
100606,125315.048,262898.5909,134979.7368,488819.6389,0.27613403,TRUE,FALSE,FALSE,0.408565199,0.185633649,0.402629256,0.402629357,-0.056009652,363504.5909,0.406814317
24830,114124.1031,116688.592,70244.95388,255642.6951,0.274777865,FALSE,TRUE,FALSE,-1.21825181,-0.699190565,-1.192647596,-1.208275733,-0.103238018,141518.592,-1.207761798
141159,131304.0997,341145.7152,169623.8148,613608.8149,0.276436405,FALSE,FALSE,TRUE,1.279187957,0.659164527,1.256372687,1.264736543,-0.045479464,482304.7152,1.270886123
101587,125459.9265,264791.4331,135817.7966,491838.3596,0.276143155,FALSE,TRUE,FALSE,0.429626055,0.197088625,0.423281792,0.423484217,-0.055691856,366378.4331,0.427716702
1215,110636.5323,71123.385,50070.86316,182974.9173,0.273648781,FALSE,FALSE,TRUE,-1.725236656,-0.974939139,-1.689803198,-1.710301753,-0.142558266,72338.385,-1.710931864
13269,112416.722,94381.61091,60368.49134,220067.3329,0.274318276,FALSE,TRUE,FALSE,-1.466452183,-0.834186507,-1.436035948,-1.454048454,-0.119243168,107650.6109,-1.4540946
155679,133448.4795,369162.0948,182028.1255,658289.5743,0.276516798,FALSE,FALSE,TRUE,1.590914401,0.828712245,1.562055487,1.573413986,-0.042679766,524841.0948,1.580266998
50634,117934.9554,166477.4805,92289.08842,335046.4359,0.275451635,TRUE,FALSE,FALSE,-0.664271842,-0.397881389,-0.649407996,-0.659714249,-0.079774027,217111.4805,-0.65795022
158637,133885.3304,374869.5639,184555.1194,667391.8943,0.276531856,FALSE,TRUE,FALSE,1.654419002,0.863252336,1.624328884,1.636297448,-0.042155376,533506.5639,1.643293763
101322,125420.7901,264280.1149,135591.4094,491022.905,0.276140701,TRUE,FALSE,FALSE,0.423936833,0.193994263,0.417702871,0.417850642,-0.055777318,365602.1149,0.422070289
28980,114736.994,124696.0283,73790.26307,268413.0223,0.274913126,FALSE,FALSE,TRUE,-1.129156443,-0.650731681,-1.105279579,-1.120051808,-0.098527545,153676.0283,-1.119336823
130675,129755.7748,320916.8085,160667.424,581347.5833,0.276370675,FALSE,TRUE,FALSE,1.054109443,0.536744537,1.035657915,1.041859524,-0.047768504,451591.8085,1.047501199
84533,122941.3141,231885.6935,121248.7116,439360.0076,0.275966655,TRUE,FALSE,FALSE,0.063497766,-0.0020482,0.064251869,0.060937033,-0.061838476,316418.6935,0.064343325
101223,125406.1693,264089.0941,135506.8346,490718.2634,0.276139783,FALSE,FALSE,TRUE,0.421811425,0.192838253,0.41561867,0.415746022,-0.055809314,365312.0941,0.419960873
123282,128663.9429,306651.9948,154351.6479,558597.9377,0.27631976,TRUE,FALSE,FALSE,0.895390875,0.450417662,0.880016527,0.884693385,-0.049541626,429933.9948,0.889976901
79009,122125.5046,221227.1204,116529.6061,422361.625,0.27590008,TRUE,FALSE,FALSE,-0.055095683,-0.066551064,-0.052042332,-0.056496451,-0.064156945,300236.1204,-0.053357774
109841,126678.9148,280717.5486,142869.1176,517237.4634,0.276215719,FALSE,TRUE,FALSE,0.606829228,0.293469259,0.597049411,0.598954163,-0.053164853,390558.5486,0.603586519
96021,124637.9143,254051.8209,131062.8109,474710.7352,0.27608984,TRUE,FALSE,FALSE,0.310130919,0.132095337,0.306103385,0.305157864,-0.057548566,350072.8209,0.3091207
136849,130667.5793,332829.5584,165941.819,600346.1377,0.276410238,FALSE,FALSE,TRUE,1.186657587,0.60883735,1.165636263,1.173111214,-0.046390713,469678.5584,1.179051993
144390,131781.2685,347379.9385,172384.0302,623551.207,0.276455291,TRUE,FALSE,FALSE,1.348553531,0.696892396,1.324393425,1.333423651,-0.044821767,491769.9385,1.33972976
109658,126651.8885,280364.4496,142712.7823,516674.3381,0.276214187,FALSE,FALSE,TRUE,0.602900444,0.291332395,0.593196797,0.595063806,-0.053218184,390022.4496,0.599687297
50050,117848.7076,165350.6509,91790.18226,333249.3585,0.275439937,FALSE,TRUE,FALSE,-0.6768096,-0.404700665,-0.661702677,-0.672129375,-0.080181398,215400.6509,-0.670393638
60170,119343.2753,184877.2185,100435.6109,364390.4938,0.27562632,TRUE,FALSE,FALSE,-0.459545715,-0.286531046,-0.448651028,-0.456990552,-0.073690612,245047.2185,-0.454764544
112043,127004.1162,284966.3136,144750.2672,524013.4298,0.276233888,FALSE,FALSE,TRUE,0.654103445,0.319181661,0.643407092,0.64576599,-0.052532094,397009.3136,0.650505024
103519,125745.2531,268519.2324,137468.2876,497783.4855,0.276160804,TRUE,FALSE,FALSE,0.471103706,0.219648282,0.463955289,0.464556175,-0.055077245,372038.2324,0.468882257
132029,129955.7397,323529.3552,161824.1346,585514.0949,0.276379571,FALSE,FALSE,TRUE,1.083178148,0.552554979,1.064163046,1.070643908,-0.047458687,455558.3552,1.076351178
51373,118044.0942,167903.383,92920.40974,337320.4772,0.275466258,TRUE,FALSE,FALSE,-0.648406426,-0.389252211,-0.633850174,-0.644004014,-0.079264752,219276.383,-0.642204183
69518,120723.8305,202914.21,108421.5267,393156.0405,0.275772252,FALSE,TRUE,FALSE,-0.258855715,-0.17737595,-0.251851936,-0.258263504,-0.068608543,272432.21,-0.255584626
107707,126363.756,276599.9898,141046.0598,510670.7458,0.27619765,FALSE,FALSE,TRUE,0.561014887,0.268550886,0.552123303,0.553587933,-0.053794095,384306.9898,0.558116906
125384,128974.3759,310707.8096,156147.3684,565066.1855,0.276334653,FALSE,TRUE,FALSE,0.940518216,0.474962384,0.924268955,0.929379335,-0.049022961,436091.8096,0.934764683
156397,133554.517,370547.4778,182641.5067,660498.9948,0.276520492,FALSE,FALSE,TRUE,1.606328973,0.837096215,1.577171207,1.588677788,-0.042551152,526944.4778,1.595565584
118745,127993.8981,297897.841,150475.728,544636.7391,0.276286407,TRUE,FALSE,FALSE,0.797987096,0.397439842,0.784501179,0.788242314,-0.050703116,416642.841,0.793306031
36008,115774.9211,138256.5735,79794.22283,290039.4946,0.275115025,FALSE,TRUE,FALSE,-0.978273974,-0.568666847,-0.957322366,-0.970645123,-0.091496429,174264.5735,-0.969589661
7959,111632.517,84135.95141,55832.20416,203727.4684,0.274053394,FALSE,FALSE,TRUE,-1.580451316,-0.896190527,-1.547824906,-1.56693256,-0.128467663,92094.95141,-1.567235953
121607,128416.5713,303420.0778,152920.7099,553443.6491,0.276307642,TRUE,FALSE,FALSE,0.859430697,0.430858958,0.844753533,0.849084934,-0.049963609,425027.0778,0.854287303
113168,127170.2613,287137.0042,145711.345,527475.2655,0.276242991,FALSE,TRUE,FALSE,0.678255803,0.332318104,0.667091194,0.669682114,-0.052215092,400305.0042,0.674475649
92665,124142.2849,247576.4097,128195.809,464383.6946,0.276055793,TRUE,FALSE,FALSE,0.238081749,0.092907861,0.235451079,0.233813408,-0.058734254,340241.4097,0.23761366
36840,115897.7946,139861.9198,80504.99325,292599.7144,0.275136951,FALSE,TRUE,FALSE,-0.960411963,-0.55895172,-0.939806657,-0.95295782,-0.090732865,176701.9198,-0.951862052
144661,131821.291,347902.8337,172615.5432,624385.1247,0.276456847,TRUE,FALSE,FALSE,1.354371566,0.700056819,1.330098662,1.33918478,-0.044767552,492563.8337,1.345504017
62251,119650.6068,188892.5137,102213.3913,370794.1205,0.275660766,FALSE,TRUE,FALSE,-0.414869218,-0.262231547,-0.404840704,-0.412751037,-0.072491036,251143.5137,-0.410424213
49407,117753.7464,164109.9806,91240.87291,331270.727,0.275426911,FALSE,FALSE,TRUE,-0.690614014,-0.412208875,-0.675239457,-0.685798769,-0.080635037,213516.9806,-0.684094183
127740,129322.3207,315253.718,158160.0789,572316.0387,0.276350946,TRUE,FALSE,FALSE,0.991098622,0.502473018,0.973868726,0.979465014,-0.048455553,442993.718,0.9849645
6101,111358.1191,80550.93534,54244.9308,198010.0544,0.273950386,FALSE,FALSE,TRUE,-1.620340278,-0.917886095,-1.586940515,-1.606431368,-0.132054917,86651.93534,-1.606824773
142977,131572.5902,344653.5511,171176.9165,619203.1413,0.276447106,FALSE,TRUE,FALSE,1.318218169,0.68039302,1.294646194,1.303384999,-0.045106795,487630.5511,1.309622654
138529,130915.6893,336071.123,167377.0285,605515.8123,0.276420574,FALSE,FALSE,TRUE,1.22272511,0.628454437,1.201004521,1.208825959,-0.046030768,474600.123,1.214848127
122905,128608.2658,305924.5723,154029.5801,557437.8381,0.276317052,TRUE,FALSE,FALSE,0.887297152,0.446015491,0.872079722,0.876678826,-0.049635921,428829.5723,0.881944078
66102,120219.3401,196323.0287,105503.2673,382644.3688,0.275721469,FALSE,FALSE,TRUE,-0.332193011,-0.217264031,-0.323767394,-0.330883486,-0.070377075,262425.0287,-0.328370098
18930,113252.7642,105304.5259,65204.63479,237487.2901,0.274560524,FALSE,TRUE,FALSE,-1.344917514,-0.768083922,-1.31685755,-1.333702517,-0.110806896,124234.5259,-1.333474412
18903,113248.7767,105252.4293,65181.56893,237404.206,0.274559453,FALSE,TRUE,FALSE,-1.345497171,-0.768399198,-1.317425968,-1.334276505,-0.110844192,124155.4293,-1.334049707
140704,131236.9032,340267.7914,169235.1122,612208.6946,0.276433696,FALSE,FALSE,TRUE,1.26941967,0.653851563,1.246793783,1.255063799,-0.0455738,480971.7914,1.261191336
112110,127014.0111,285095.5903,144807.5047,524219.6014,0.276234434,TRUE,FALSE,FALSE,0.655541852,0.319964012,0.644817612,0.647190328,-0.052513099,397205.5903,0.651932608
143046,131582.7805,344786.6868,171235.8626,619415.4673,0.276447508,FALSE,TRUE,FALSE,1.319699514,0.681198727,1.296098819,1.304851855,-0.045092785,487832.6868,1.311092852
50864,117968.9228,166921.2661,92485.57543,335754.1889,0.275456207,FALSE,FALSE,TRUE,-0.659334026,-0.395195719,-0.644565914,-0.654824731,-0.079614784,217785.2661,-0.653049559
132160,129975.0864,323782.1201,161936.0467,585917.2065,0.276380425,FALSE,TRUE,FALSE,1.085990556,0.554084647,1.066920929,1.073428808,-0.047428951,455942.1201,1.079142425
68920,120635.5151,201760.3674,107910.6604,391315.8825,0.275763559,FALSE,FALSE,TRUE,-0.271694036,-0.184358703,-0.264441351,-0.270976253,-0.068911283,270680.3674,-0.268326345
157947,133783.428,373538.207,183965.6583,665268.635,0.276528381,FALSE,TRUE,FALSE,1.639605556,0.855195312,1.609802635,1.621628892,-0.042276416,531485.207,1.628591779
120687,128280.7015,301644.9353,152134.7618,550612.6368,0.27630089,FALSE,FALSE,TRUE,0.839679435,0.420116264,0.825385201,0.829526859,-0.050198748,422331.9353,0.834684658
3372,110955.0879,75285.32239,51913.56964,189612.4103,0.273787826,TRUE,FALSE,FALSE,-1.678928534,-0.949752194,-1.644392881,-1.664446571,-0.137716042,78657.32239,-1.664972184
53012,118286.1492,171065.8379,94320.5933,342363.9871,0.275497999,FALSE,TRUE,FALSE,-0.613219123,-0.37011387,-0.599345071,-0.609160878,-0.078159395,224077.8379,-0.607281645
64233,119943.3176,192716.7881,103906.5968,376893.1057,0.275692485,TRUE,FALSE,FALSE,-0.372318129,-0.23908805,-0.363114581,-0.370616141,-0.071386434,256949.7881,-0.368193298
102541,125600.8176,266632.1787,136632.7906,494773.9963,0.276151923,FALSE,FALSE,TRUE,0.450107256,0.208228333,0.44336591,0.443765091,-0.055386522,369173.1787,0.448043793
27996,114591.6724,122797.3976,72949.64036,265385.07,0.274882232,FALSE,TRUE,FALSE,-1.150281706,-0.662221691,-1.125995273,-1.140970445,-0.099603436,150793.3976,-1.140303131
3111,110916.5422,74781.72217,51690.5996,188809.2644,0.273771522,TRUE,FALSE,FALSE,-1.684531881,-0.952799852,-1.649887593,-1.669995112,-0.138283849,77892.72217,-1.67053337
66932,120341.9182,197924.516,106212.3292,385198.4342,0.275734063,FALSE,FALSE,TRUE,-0.314373937,-0.207572261,-0.30629379,-0.313238701,-0.069938486,264856.516,-0.310685103
118012,127885.6453,296483.5154,149849.5324,542381.1607,0.276280858,TRUE,FALSE,FALSE,0.782250493,0.388880717,0.76906967,0.77265963,-0.050896377,414495.5154,0.777687836
18192,113143.773,103880.5529,64574.16776,235216.3259,0.274530977,TRUE,FALSE,FALSE,-1.360761461,-0.776701429,-1.33239432,-1.349391495,-0.111835865,122072.5529,-1.349199142
83511,122790.3805,229913.7417,120375.6258,436215.1222,0.275954729,FALSE,TRUE,FALSE,0.04155669,-0.013981929,0.042736179,0.039210563,-0.062253798,313424.7417,0.042567343
123767,128735.5699,307587.8037,154765.9792,560090.3736,0.276323227,TRUE,FALSE,FALSE,0.905803226,0.456080928,0.890227007,0.895003892,-0.049420892,431354.8037,0.900310904
44424,117017.8343,154495.2685,86983.939,315937.1028,0.27532043,FALSE,FALSE,TRUE,-0.797592862,-0.470394565,-0.780144236,-0.791731255,-0.084343216,198919.2685,-0.790268074
143423,131638.4576,345514.1093,171557.9304,620575.5669,0.276449702,TRUE,FALSE,FALSE,1.327793237,0.685600897,1.304035624,1.312866414,-0.045016401,488937.1093,1.319125675
127190,129241.0942,314192.4915,157690.2186,570623.5857,0.27634718,FALSE,FALSE,TRUE,0.979290802,0.496050756,0.962289832,0.967772686,-0.048586724,441382.4915,0.973245527
22014,113708.2234,111255.1123,67839.26938,246977.3357,0.274678116,FALSE,TRUE,FALSE,-1.278707848,-0.732072545,-1.251931534,-1.268140449,-0.106711743,133269.1123,-1.267762937
148327,132362.7026,354976.3907,175747.3753,635666.0933,0.276477505,TRUE,FALSE,FALSE,1.433076053,0.742864115,1.407277253,1.417119456,-0.044048166,503303.3907,1.423616296
4852,111173.6611,78140.98643,53177.92087,194166.6475,0.273877731,FALSE,FALSE,TRUE,-1.647154764,-0.932470467,-1.61323513,-1.63298358,-0.134585113,82992.98643,-1.633437495
87342,123356.16,237305.6667,123648.4161,448003.8267,0.275998571,TRUE,FALSE,FALSE,0.123803522,0.030752041,0.123388439,0.120652938,-0.060726991,324647.6667,0.124195314
12412,112290.1563,92728.02707,59636.36364,217430.1834,0.27427822,TRUE,FALSE,FALSE,-1.484850913,-0.844193561,-1.45407797,-1.472267226,-0.120638116,105140.0271,-1.47235489
66380,120260.3964,196859.4305,105740.7603,383499.8269,0.275725705,FALSE,TRUE,FALSE,-0.326224695,-0.21401787,-0.317914789,-0.324973546,-0.070229527,263239.4305,-0.32244669
135781,130509.8522,330768.8495,165029.4358,597059.7017,0.276403575,FALSE,FALSE,TRUE,1.163728948,0.596366486,1.143152156,1.15040684,-0.046622777,466549.8495,1.156295879
154047,133207.4583,366013.1464,180633.922,653267.6047,0.276508311,FALSE,TRUE,FALSE,1.555877379,0.809655642,1.527697751,1.538719662,-0.042975339,520060.1464,1.54549361
91262,123935.0835,244869.3174,126997.2382,460066.4009,0.276041106,FALSE,FALSE,TRUE,0.207961074,0.076525257,0.205914374,0.203987344,-0.059245717,336131.3174,0.207719627
143575,131660.9056,345807.3938,171687.7827,621043.2994,0.276450584,TRUE,FALSE,FALSE,1.331056489,0.687375773,1.30723561,1.316097748,-0.044985684,489382.3938,1.322364373
89669,123699.822,241795.6195,125636.3521,455164.4415,0.276024093,FALSE,TRUE,FALSE,0.173761334,0.057924051,0.172377686,0.170122112,-0.059838201,331464.6195,0.173777221
3737,111008.9928,75989.59088,52225.38599,190735.5837,0.273810398,FALSE,FALSE,TRUE,-1.671092435,-0.945490145,-1.636708706,-1.656687117,-0.136929998,79726.59088,-1.657195048
12816,112349.8208,93507.54618,59981.49735,218673.367,0.274297223,TRUE,FALSE,FALSE,-1.476177533,-0.839476123,-1.445572746,-1.463678681,-0.119976326,106323.5462,-1.463746772
46750,117361.3485,158983.2918,88971.02073,323094.6403,0.275371392,FALSE,TRUE,FALSE,-0.747656519,-0.443234241,-0.731176041,-0.74228334,-0.082568481,205733.2918,-0.740707474
16708,112924.6091,101017.1708,63306.39937,230649.7799,0.274469802,TRUE,FALSE,FALSE,-1.392621106,-0.794029861,-1.363636282,-1.38093952,-0.113966288,117725.1708,-1.380819061
11277,112122.5343,90538.04147,58666.74293,213937.5758,0.27422365,FALSE,TRUE,FALSE,-1.50921796,-0.857446777,-1.477972596,-1.496395938,-0.122538503,101815.0415,-1.496538588
32758,115294.9462,131985.6896,77017.77587,280038.6358,0.275025536,TRUE,FALSE,FALSE,-1.048047455,-0.606616584,-1.025743104,-1.039736149,-0.094612886,164743.6896,-1.038838136
131074,129814.701,321686.6801,161008.2863,582575.3811,0.27637331,FALSE,TRUE,FALSE,1.062675479,0.541403601,1.044057876,1.050341776,-0.047676746,452760.6801,1.056002781
33729,115438.348,133859.2368,77847.29279,283026.5848,0.275052935,FALSE,FALSE,TRUE,-1.027201286,-0.595278365,-1.005301092,-1.019093875,-0.093658717,167588.2368,-1.018148822
56708,118831.9913,178197.28,97478.0542,353737.2713,0.275566252,TRUE,FALSE,FALSE,-0.533870573,-0.326956271,-0.521534903,-0.530588439,-0.075782466,234905.28,-0.52853015
43245,116843.7142,152220.3848,85976.72948,312309.099,0.275293707,FALSE,FALSE,TRUE,-0.822904534,-0.48416156,-0.804965174,-0.816795353,-0.085273856,195465.3848,-0.81538929
117945,127875.7505,296354.2388,149792.2949,542174.9893,0.276280348,FALSE,TRUE,FALSE,0.780812086,0.388098374,0.767659151,0.771235293,-0.050914124,414299.2388,0.776260253
93533,124270.4751,249251.2181,128937.3339,467054.6932,0.276064743,FALSE,FALSE,TRUE,0.256716636,0.103043358,0.253724679,0.252266027,-0.058422561,342784.2181,0.25610833
36345,115824.6907,138906.8159,80082.11902,291076.5066,0.275123953,TRUE,FALSE,FALSE,-0.971039001,-0.564731759,-0.950227662,-0.963480916,-0.091185527,175251.8159,-0.962409127
123150,128644.4486,306397.3005,154238.8815,558191.7491,0.276318813,FALSE,FALSE,TRUE,0.892556999,0.448876324,0.877237593,0.881887227,-0.049574596,429547.3005,0.887164348
146767,132132.3147,351966.3665,174414.6808,630865.6812,0.276468805,FALSE,TRUE,FALSE,1.399584782,0.724648246,1.3744353,1.383955765,-0.044351143,498733.3665,1.390377028
125425,128980.4309,310786.9192,156182.3943,565192.3501,0.27633494,FALSE,TRUE,FALSE,0.941398435,0.475441129,0.925132109,0.930250944,-0.049012963,436211.9192,0.935638279
26154,114319.6374,119243.2536,71376.03566,259716.891,0.274822463,FALSE,FALSE,TRUE,-1.189827168,-0.683730433,-1.164774041,-1.180129112,-0.101684885,145397.2536,-1.179551035
113132,127164.9447,287067.5421,145680.5905,527364.4868,0.276242701,TRUE,FALSE,FALSE,0.677482928,0.331897741,0.666333302,0.668916798,-0.052225173,400199.5421,0.673708589
159191,133967.1476,375938.5084,185028.3968,669096.656,0.276534631,FALSE,TRUE,FALSE,1.666312697,0.869721302,1.635991988,1.64807481,-0.04205875,535129.5084,1.655097964
23281,113895.3397,113699.7923,68921.65655,250876.132,0.274723849,FALSE,FALSE,TRUE,-1.251506925,-0.717277992,-1.225257972,-1.241205578,-0.105119118,136980.7923,-1.240766685
145038,131876.9681,348630.2563,172937.611,625545.2244,0.276459006,FALSE,TRUE,FALSE,1.36246529,0.704458989,1.338035468,1.347199339,-0.044692379,493668.2563,1.35353684
119016,128033.9206,298420.7362,150707.2409,545470.6568,0.276288447,FALSE,FALSE,TRUE,0.803805131,0.400604264,0.790206416,0.794003442,-0.050632072,417436.7362,0.799080289
159570,134023.1201,376669.7899,185352.1732,670262.91,0.276536521,FALSE,TRUE,FALSE,1.674449359,0.874146828,1.643970898,1.656131887,-0.041992932,536239.7899,1.663173401
66705,120308.3938,197486.5188,106018.405,384499.9126,0.275730635,FALSE,FALSE,TRUE,-0.319247347,-0.210222904,-0.311072716,-0.318064444,-0.07005786,264191.5188,-0.315521843
96720,124741.1458,255400.5433,131659.9605,476861.6891,0.276096746,TRUE,FALSE,FALSE,0.325137584,0.140257448,0.320819107,0.32001775,-0.057308074,352120.5433,0.324014449
77031,121833.3846,217410.564,114839.8177,416274.9486,0.275874919,FALSE,TRUE,FALSE,-0.097560897,-0.08964785,-0.093684245,-0.098546312,-0.065033176,294441.564,-0.095503461
56584,118813.6785,177958.0217,97372.12207,353355.7002,0.275564034,TRUE,FALSE,FALSE,-0.5365327,-0.328404192,-0.524145417,-0.533224526,-0.075859734,234542.0217,-0.531172245
34269,115518.0976,134901.1683,78308.61013,284688.2659,0.275067923,FALSE,FALSE,TRUE,-1.015608153,-0.588972876,-0.993932723,-1.007614136,-0.093136741,169170.1683,-1.006642921
43002,116807.8268,151751.5156,85769.13667,311561.3424,0.275288121,FALSE,TRUE,FALSE,-0.828121443,-0.486999036,-0.81008094,-0.821961237,-0.085468359,194753.5156,-0.820566945
90606,123838.2024,243603.5636,126436.8231,458047.766,0.276034144,TRUE,FALSE,FALSE,0.193877565,0.068865247,0.192103911,0.190041586,-0.059488166,334209.5636,0.193742089
21297,113602.3336,109871.6588,67226.74247,244770.9924,0.274651591,FALSE,FALSE,TRUE,-1.294100951,-0.740444838,-1.267026201,-1.283382992,-0.107635494,131168.6588,-1.283040216
147448,132232.8879,353280.3578,174996.4532,632961.2457,0.276472619,TRUE,FALSE,FALSE,1.41420501,0.732600175,1.388772075,1.398432991,-0.044218317,500728.3578,1.404887247
11931,112219.12,91799.93626,59225.44949,215950.0563,0.274255309,TRUE,FALSE,FALSE,-1.495177388,-0.849810123,-1.464204239,-1.482492698,-0.121435972,103730.9363,-1.482603664
62868,119741.7282,190083.0169,102740.489,372692.7451,0.275670751,FALSE,TRUE,FALSE,-0.401622991,-0.255026935,-0.39185129,-0.399634371,-0.072143304,252951.0169,-0.397277657
107864,126386.9425,276902.9217,141180.1836,511153.8642,0.276198995,TRUE,FALSE,FALSE,0.564385483,0.270384152,0.555428551,0.556925561,-0.053747247,384766.9217,0.56146214
126763,129178.0329,313368.5938,157325.4362,569309.6267,0.27634424,FALSE,FALSE,TRUE,0.970123641,0.491064746,0.9533004,0.958695188,-0.048689095,440131.5938,0.964147343
48320,117593.2133,162012.6111,90312.25819,327925.8244,0.275404532,TRUE,FALSE,FALSE,-0.71395056,-0.424901599,-0.698123562,-0.70890706,-0.081414371,210332.6111,-0.707255134
132750,130062.2203,324920.5267,162440.0786,587732.747,0.276384257,FALSE,FALSE,TRUE,1.098657126,0.560973983,1.079341924,1.085971487,-0.047295511,457670.5267,1.091713686
90232,123782.9684,242881.9296,126117.3181,456896.898,0.276030147,FALSE,TRUE,FALSE,0.185848248,0.064498111,0.184230263,0.182090804,-0.059627355,333113.9296,0.185773188
11415,112142.9148,90804.31285,58784.63514,214362.2277,0.27423038,TRUE,FALSE,FALSE,-1.50625527,-0.85583537,-1.475067347,-1.493462227,-0.122304137,102219.3129,-1.493598191
136367,130596.3953,331899.5381,165530.0505,598862.9334,0.27640724,FALSE,FALSE,TRUE,1.176309643,0.60320911,1.155488941,1.162864483,-0.046495133,468266.5381,1.168781911
